# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/Nancy/Project/annotation/genes.gtf" "-o" "/mnt/d/Nancy/Project/05_featurecounts/gene_counts.txt" "SRR9113519.sorted.bam" "SRR9113520.sorted.bam" "SRR9113521.sorted.bam" "SRR9113522.sorted.bam" "SRR9113523.sorted.bam" "SRR9113524.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9113519.sorted.bam	SRR9113520.sorted.bam	SRR9113521.sorted.bam	SRR9113522.sorted.bam	SRR9113523.sorted.bam	SRR9113524.sorted.bam
Os01g0901900	1;1;1;1;1;1;1;1;1;1;1;1	39270573;39271286;39271521;39271687;39271997;39272230;39272436;39272748;39272923;39273095;39273216;39274265	39271209;39271437;39271564;39271863;39272089;39272296;39272509;39272829;39272996;39273124;39273275;39274992	-;-;-;-;-;-;-;-;-;-;-;-	2218	2416	3161	2995	3302	2437	3544
Os01g0974600	1	43070805	43071206	+	402	1	2	3	0	2	0
Os01g0274201	1	9513637	9514004	-	368	0	0	0	0	0	0
Os01g0653350	1;1	26428183;26428881	26428423;26429329	-;-	690	0	0	0	6	4	0
Os01g0641050	1	25758466	25759042	+	577	6	7	12	15	8	13
Os01g0114650	1;1	786401;787899	787797;788484	+;+	1983	0	0	0	0	0	0
Os01g0743150	1	31048451	31049376	-	926	0	0	0	0	0	0
Os01g0561800	1	21348064	21349254	+	1191	0	0	6	2	3	2
Os01g0134700	1;1;1;1;1;1;1	1902741;1903079;1903256;1903400;1903983;1904234;1904619	1902983;1903154;1903308;1903887;1904143;1904531;1904902	+;+;+;+;+;+;+	1603	3214	3241	2927	1662	5268	2562
Os01g0784000	1	33221020	33221565	-	546	196	182	188	196	178	151
Os01g0275600	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9631334;9631356;9631798;9631798;9631918;9631918;9632593;9632593;9632756;9632756;9632991;9632991;9633234;9633420;9633908;9634139;9634330;9634612;9634815;9634977;9635167;9635367;9635670;9635876;9636078;9636333;9636649;9636947;9637832;9638773	9631705;9631705;9631829;9631829;9632012;9632012;9632666;9632666;9632867;9632867;9633056;9633054;9633299;9633550;9634045;9634251;9634495;9634725;9634877;9635084;9635283;9635529;9635767;9635973;9636214;9636554;9636854;9637180;9637869;9638881	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3072	6490	7570	7275	7899	6654	7789
Os01g0229800	1	7186356	7186820	-	465	0	0	0	0	0	0
Os01g0829400	1	35491910	35492921	+	1012	76	144	44	141	60	132
Os01g0303401	1;1;1;1	11222066;11222358;11222776;11223183	11222250;11222444;11222867;11223392	+;+;+;+	574	0	0	0	0	0	0
Os01g0779400	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	33000078;33000078;33001125;33001125;33001408;33001408;33002447;33002447;33003123;33003123;33004198;33004198;33005195;33005195;33005354;33005354;33006155;33006155;33007273;33007273;33007493;33007493;33007736;33007736;33009886;33009886	33000598;33000598;33001334;33001334;33001962;33001962;33002668;33002668;33003253;33003253;33005095;33005095;33005272;33005272;33005425;33005425;33007095;33007095;33007401;33007401;33007591;33007636;33007802;33007802;33010221;33010217	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4304	5811	6027	6704	5608	6903	5710
Os01g0808950	1	34357031	34357324	-	294	0	0	0	0	0	0
Os01g0867900	1;1;1;1;1;1;1;1;1;1;1;1;1;1	37584884;37584891;37585308;37585308;37585634;37585634;37585918;37585918;37586114;37586114;37586613;37586613;37586813;37587872	37585227;37585227;37585441;37585441;37585760;37585760;37586015;37586015;37586281;37586281;37586722;37588102;37586865;37588115	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2374	3148	3330	2581	4110	2388	4623
Os01g0734150	1	30621883	30623119	-	1237	0	0	0	0	0	0
Os01g0937800	1	41176391	41177695	+	1305	0	0	0	0	0	0
Os01g0734000	1;1	30604326;30607560	30604931;30608077	+;+	1124	5	48	62	28	2	8
Os01g0870500	1;1;1;1	37745526;37745644;37748382;37748382	37748030;37748030;37748575;37748506	-;-;-;-	2699	193	264	86	452	96	398
Os01g0762300	1;1;1;1	32070785;32071084;32071641;32071797	32070965;32071165;32071690;32072008	-;-;-;-	525	980	1511	691	2181	689	2231
Os01g0689900	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	28482950;28482951;28482997;28483818;28483818;28483818;28484366;28484366;28484366;28484832;28484832;28484832;28487303;28495111;28495251	28483658;28483658;28483658;28484268;28484268;28484268;28484647;28484647;28484647;28484861;28484861;28487302;28488249;28496176;28496128	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5926	1165	1134	1248	848	1735	840
Os01g0720500	1;1	30030998;30031920	30032054;30032054	+;+	1057	22	4	8	0	4	2
Os01g0548900	1;1	20481037;20481854	20481490;20481958	-;-	559	0	0	0	0	0	0
Os01g0957600	1;1	42207009;42207771	42207257;42208510	+;+	989	0	0	0	0	0	0
Os01g0677000	1;1;1	27840205;27840886;27841142	27840784;27841046;27842391	+;+;+	1991	0	0	0	0	0	0
Os01g0504950	1	17559698	17565462	-	5765	3	1	7	0	7	3
Os01g0668200	1	27354111	27355778	+	1668	89	86	98	121	87	85
Os01g0698200	1	28891193	28892278	-	1086	0	0	0	0	0	0
Os01g0341000	1;1	13422910;13423529	13423147;13424625	-;-	1335	27	36	34	54	36	45
Os01g0882400	1	38305824	38306726	+	903	110	99	168	114	230	65
Os01g0138300	1;1;1;1;1;1;1;1	2048717;2048745;2050861;2050865;2051068;2051068;2052215;2052215	2049561;2049561;2050896;2050896;2052133;2052133;2052470;2052514	+;+;+;+;+;+;+;+	2247	1	9	3	2	4	3
Os01g0610050	1	24124911	24125477	-	567	14	47	12	26	22	44
Os01g0862300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	37316220;37316226;37316781;37316781;37317089;37317089;37317279;37317279;37317451;37317451;37317914;37317914;37318224;37318224;37318854;37318854;37319127;37319127;37320014;37320014;37320350;37320350	37316687;37316687;37316841;37316841;37317168;37317168;37317347;37317347;37317584;37317584;37318073;37318073;37318295;37318295;37318987;37318987;37319262;37319262;37320182;37320182;37320481;37320517	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1651	1879	1900	2307	1704	2242	1694
Os01g0957100	1;1	42184508;42185874	42185759;42187651	+;+	3030	0	6	4	0	3	2
Os01g0836600	1	35861267	35863888	+	2622	14	12	18	18	20	10
Os01g0218350	1;1;1;1;1;1;1	6471818;6473480;6473763;6474204;6474627;6475910;6476113	6472859;6473677;6473954;6474537;6474818;6476027;6476650	-;-;-;-;-;-;-	2614	0	0	0	0	0	0
Os01g0203300	1;1;1;1;1;1	5675669;5676740;5677360;5677530;5677878;5679177	5676277;5676873;5677427;5677782;5677995;5679548	-;-;-;-;-;-	1554	133	117	169	171	116	127
Os01g0686400	1;1	28316497;28316782	28316527;28317263	+;+	513	167	245	257	178	338	237
Os01g0823300	1;1;1;1;1	35153705;35153869;35154063;35154329;35155445	35153779;35153961;35154147;35154459;35155694	+;+;+;+;+	634	1083	1264	1106	1027	1331	878
Os01g0216400	1;1;1;1;1	6361526;6361902;6362231;6362474;6363228	6361802;6362117;6362379;6362750;6363457	+;+;+;+;+	1149	0	0	0	0	0	0
Os01g0673800	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27677194;27677194;27677504;27678161;27678324;27678387;27678877;27678877;27678916;27679181;27679181;27679181;27679690;27679690;27679690;27679987;27679987;27679987;27680233;27680233;27680476;27680476;27680669;27680669;27680855;27680855;27681103;27681103	27677441;27677638;27677638;27678458;27678458;27678458;27679078;27679078;27679078;27679249;27679249;27679249;27679782;27679771;27679782;27680016;27680078;27680078;27680319;27680319;27680574;27680574;27680768;27680768;27680913;27680913;27681560;27681560	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2002	3245	4055	3478	4290	3751	4198
Os01g0571800	1	21965670	21966047	-	378	0	0	4	4	0	0
Os01g0308300	1	11526651	11529893	+	3243	0	0	0	0	0	0
Os01g0172400	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3724667;3724684;3724710;3725174;3725174;3725895;3725895;3725895;3725895;3725895;3728332;3728332;3728332;3728650;3728650	3725416;3725416;3725416;3725416;3725416;3727791;3727791;3727791;3726228;3727006;3728476;3728551;3728476;3728791;3728731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3009	17871	16636	23123	13613	28681	16685
Os01g0664200	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27130541;27130544;27131196;27131196;27131488;27131488;27131715;27131715;27132010;27132010;27132384;27132384;27132561;27132561;27133835;27133835	27131077;27131077;27131405;27131405;27131617;27131617;27131885;27131885;27132129;27132129;27132488;27132488;27133328;27133328;27134081;27134194	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2401	44	59	126	10	66	22
Os01g0338200	1;1;1;1;1;1;1;1;1;1;1;1;1;1	13296370;13296843;13296991;13297223;13297479;13298453;13298661;13300550;13301038;13301216;13301424;13302500;13304047;13304808	13296600;13296907;13297084;13297393;13297585;13298558;13298707;13300868;13301127;13301278;13301498;13302562;13304099;13305252	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1929	2356	2192	3063	2390	2896	2322
Os01g0795300	1;1;1;1;1;1;1;1;1;1;1	33690753;33692513;33693419;33693419;33693517;33693714;33693714;33693845;33696381;33696381;33696381	33692768;33692768;33693516;33693516;33694264;33694264;33693771;33694264;33696504;33696517;33696520	-;-;-;-;-;-;-;-;-;-;-	3002	44	52	84	22	69	27
Os01g0212700	1	6172143	6173186	-	1044	0	0	0	0	0	0
Os01g0860900	1;1	37275755;37276623	37276469;37277138	-;-	1231	14	6	14	28	18	19
Os01g0760400	1;1	31992093;31995986	31995280;31996447	-;-	3650	137	138	145	90	214	135
Os01g0853000	1;1	36736127;36736765	36736691;36737198	-;-	999	4	5	2	3	2	2
Os01g0532700	1;1;1	19245153;19245735;19246492	19245627;19245945;19248201	-;-;-	2396	112	177	136	191	119	160
Os01g0724700	1	30225839	30226507	+	669	2	28	15	8	23	14
Os01g0114700	1;1;1	789714;791139;791339	790555;791162;792435	+;+;+	1963	0	3	2	5	3	0
Os01g0153700	1	2892920	2894707	-	1788	140	172	103	165	212	169
Os01g0624500	1;1;1;1;1;1;1;1;1;1	24937665;24939924;24940081;24940428;24940815;24940994;24941367;24942065;24942244;24942468	24937920;24939993;24940205;24940566;24940911;24941059;24941505;24942147;24942348;24942799	+;+;+;+;+;+;+;+;+;+	1412	4206	4271	5898	4134	5473	4966
Os01g0279800	1;1;1;1;1;1;1	9917593;9918486;9918653;9918915;9919921;9920557;9921284	9917943;9918557;9918724;9919058;9919992;9921565;9921565	-;-;-;-;-;-;-	1720	846	1187	1102	1180	1008	1125
Os01g0842200	1;1;1	36158308;36158574;36158660	36158408;36161507;36161321	+;+;+	3035	13512	13983	14657	20572	11289	20191
Os01g0878900	1;1	38144793;38145741	38145596;38146141	-;-	1205	4	4	0	0	0	0
Os01g0366501	1	14970988	14973090	-	2103	0	0	0	0	0	0
Os01g0746000	1	31198401	31198781	+	381	0	0	0	0	0	0
Os01g0818100	1;1	34842150;34843118	34842624;34843713	+;+	1071	0	0	0	0	0	0
Os01g0745300	1;1;1;1;1;1	31165741;31166222;31166930;31166968;31167574;31168434	31166115;31166285;31166961;31167074;31167685;31168673	+;+;+;+;+;+	930	1567	1838	1153	1998	1216	2317
Os01g0392100	1;1;1	16659734;16662796;16664094	16660030;16662970;16664415	+;+;+	794	648	857	776	692	962	669
Os01g0699900	1;1;1;1	28955683;28956120;28956430;28956581	28955936;28956339;28956475;28957013	+;+;+;+	953	0	0	8	0	2	0
Os01g0535400	1;1;1;1;1;1;1	19454154;19454949;19455195;19455927;19456222;19456435;19458036	19454869;19455099;19455795;19456105;19456341;19457967;19458225	-;-;-;-;-;-;-	3490	452	515	514	602	559	606
Os01g0915350	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	39881691;39881890;39882122;39882319;39882516;39883112;39883264;39884167;39884403;39884578;39884786;39886715;39886887;39887241;39887404;39887705;39888520;39888861;39889544;39890010;39890176	39881816;39882033;39882251;39882381;39882662;39883176;39883367;39884339;39884500;39884677;39884936;39886787;39887095;39887336;39887527;39887896;39888611;39888961;39889798;39890097;39890325	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2681	1172	1469	1421	1562	1177	1419
Os01g0810200	1;1;1;1	34417119;34419245;34419442;34419927	34417572;34419369;34419839;34420330	+;+;+;+	1381	207	216	193	264	177	230
Os01g0891300	1;1;1;1;1;1;1;1;1;1	38752615;38752649;38753044;38753044;38753857;38753857;38754099;38754099;38754459;38754459	38752935;38752935;38753221;38753221;38754023;38754023;38754181;38754181;38754908;38754941	+;+;+;+;+;+;+;+;+;+	1232	2	0	1	0	0	1
Os01g0673650	1;1;1	27668621;27668982;27669333	27668888;27669079;27669424	+;+;+	458	1	2	0	4	0	1
Os01g0283100	1;1;1;1;1;1;1;1;1;1	10119242;10119294;10121307;10121307;10122458;10122458;10122809;10122809;10123279;10123279	10119505;10119505;10121450;10121450;10122583;10122583;10122960;10122960;10123678;10123678	+;+;+;+;+;+;+;+;+;+	1086	1865	2100	2276	1968	2538	2298
Os01g0280600	1	9969576	9970900	-	1325	0	4	0	0	1	0
Os01g0709400	1;1;1;1;1;1;1;1;1;1	29479108;29479741;29479938;29480090;29480210;29480400;29481396;29481633;29481954;29482107	29479581;29479835;29480005;29480133;29480287;29480553;29481548;29481743;29482019;29482865	+;+;+;+;+;+;+;+;+;+	2002	653	718	743	737	776	678
Os01g0511300	1;1;1;1;1;1	17999387;18000615;18000810;18001727;18001937;18002665	17999876;18000714;18001006;18001807;18002383;18002863	-;-;-;-;-;-	1514	879	955	1267	854	1138	942
Os01g0829000	1;1;1;1;1	35477420;35478358;35478536;35478827;35479145	35478081;35478442;35478647;35478985;35479511	+;+;+;+;+	1385	1468	2162	1902	2104	1426	1955
Os01g0235800	1;1;1;1;1;1;1	7507583;7507841;7509091;7509696;7510798;7510959;7511153	7507723;7508260;7509342;7509953;7510877;7511070;7511672	+;+;+;+;+;+;+	1783	1260	1349	1415	1352	1316	1598
Os01g0589500	1;1;1;1;1;1	22996071;22996133;22997212;22997212;22998029;22998029	22996768;22996768;22997292;22997292;22998289;22998341	-;-;-;-;-;-	1092	1917	2087	2153	2195	2203	2013
Os01g0942900	1;1;1;1;1;1;1;1;1;1	41439358;41440553;41440792;41441116;41442274;41445155;41445335;41445456;41446324;41446798	41439511;41440713;41440866;41441610;41442612;41445246;41445378;41445511;41446625;41447125	+;+;+;+;+;+;+;+;+;+	2046	585	585	747	454	728	405
Os01g0298400	1	10934895	10935992	+	1098	29	76	80	52	70	61
Os01g0519100	1	18438339	18439607	-	1269	125	147	122	161	166	194
Os01g0162101	1;1	3244945;3245296	3245194;3245443	-;-	398	0	0	0	0	0	0
Os01g0924500	1	40479136	40479456	+	321	15	19	19	14	14	11
Os01g0281200	1;1;1;1;1;1;1	10011875;10013075;10013351;10013660;10013996;10014221;10015207	10012292;10013253;10013509;10013911;10014121;10014549;10015468	-;-;-;-;-;-;-	1725	0	0	0	0	0	0
Os01g0339400	1	13342128	13342490	+	363	0	2	0	8	0	0
Os01g0660900	1;1;1;1	26971446;26972061;26972873;26973283	26971911;26972142;26973087;26973519	+;+;+;+	1000	185	244	169	301	236	265
Os01g0843800	1;1;1;1;1	36236705;36237332;36237660;36237871;36238936	36237222;36237579;36237788;36238827;36239144	+;+;+;+;+	2061	0	0	0	0	0	0
Os01g0372700	1;1;1;1;1;1	15356785;15357704;15358052;15358269;15358653;15360071	15357251;15357762;15358181;15358519;15359246;15360682	-;-;-;-;-;-	2113	46	53	47	41	65	26
Os01g0885700	1	38481235	38484005	+	2771	62	18	107	6	129	8
Os01g0937366	1;1	41156058;41156304	41156252;41156498	+;+	390	0	0	0	0	0	0
Os01g0965800	1	42585172	42586070	-	899	4	0	2	0	2	2
Os01g0125850	1;1;1;1;1;1	1413847;1414843;1415532;1416221;1417337;1418412	1414307;1415004;1415720;1416619;1417783;1418662	-;-;-;-;-;-	1909	0	0	0	0	0	0
Os01g0748300	1;1	31324550;31328210	31324986;31328260	-;-	488	0	0	0	0	0	0
Os01g0208600	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	5890605;5892110;5892755;5892941;5893629;5893867;5894496;5896876;5896876;5896933;5897251;5897251;5897251;5897633;5897633;5897633;5897826;5897826;5897826	5891136;5892273;5892878;5893073;5893732;5896780;5896780;5896965;5896965;5896965;5897355;5897355;5897355;5897740;5897740;5897740;5898131;5898224;5898181	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4673	2970	2924	3766	3237	3447	2910
Os01g0284900	1;1	10200477;10202573	10201094;10203472	-;-	1518	174	203	300	138	273	122
Os01g0612600	1	24282911	24285306	-	2396	5982	7138	6115	7592	6859	8641
Os01g0781600	1	33118315	33119858	+	1544	2	8	3	6	2	4
Os01g0820700	1;1;1	34996792;35001792;35002644	34996955;35001896;35003226	+;+;+	852	6	0	2	0	7	0
Os01g0754100	1;1;1	31638589;31638713;31640077	31639169;31638950;31640361	-;-;-	866	1025	1400	1381	1590	1549	1648
Os01g0150800	1;1;1;1;1;1;1;1;1;1	2742507;2743021;2743221;2743486;2745797;2746238;2746517;2746704;2746880;2747134	2742875;2743085;2743332;2743504;2745885;2746291;2746587;2746785;2746976;2747439	+;+;+;+;+;+;+;+;+;+	1264	57	52	37	25	23	50
Os01g0916350	1	39947871	39953554	-	5684	14	20	49	31	16	50
Os01g0550300	1;1;1;1;1;1;1;1;1;1;1	20599445;20599446;20600001;20600001;20600791;20600791;20601240;20601240;20601474;20601474;20602005	20599853;20599853;20600111;20600111;20600874;20600874;20601340;20601340;20601932;20602258;20602258	-;-;-;-;-;-;-;-;-;-;-	1490	18455	22234	23032	16868	24489	15854
Os01g0207200	1	5828556	5830828	-	2273	14	28	18	20	30	14
Os01g0167700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3456869;3456869;3457414;3457414;3457649;3457846;3457846;3459146;3459146;3459286;3459286;3459460;3459460;3459947;3459947;3460091;3460091;3460356;3460356;3461245;3461245;3461809;3461809;3462230;3462230;3462807;3462807;3463031;3463031;3463315;3463315;3463935;3463935;3464212;3464212;3464454	3457123;3457123;3457565;3457755;3457755;3459004;3459004;3459171;3459171;3459390;3459390;3459532;3459532;3459984;3459984;3460250;3460250;3460557;3460557;3461329;3461329;3461863;3461863;3462325;3462325;3462940;3462940;3463043;3463043;3463419;3463419;3464110;3464110;3464234;3464952;3464965	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3778	40	67	75	65	65	60
Os01g0784200	1;1;1;1;1;1	33227652;33230115;33230605;33230916;33231234;33231475	33228963;33230476;33230815;33231153;33231384;33231831	+;+;+;+;+;+	2631	4	3	4	2	5	0
Os01g0331100	1;1;1;1	12804579;12808482;12809324;12809699	12805028;12808834;12809594;12810204	+;+;+;+	1580	25	64	21	34	27	20
Os01g0846550	1	36367682	36367919	-	238	0	0	0	0	0	0
Os01g0844400	1;1;1;1;1;1;1;1;1;1;1;1;1;1	36257567;36257567;36259255;36259255;36259432;36259432;36259620;36259620;36259778;36259778;36259967;36259967;36261250;36261250	36258082;36258082;36259350;36259350;36259530;36259530;36259697;36259684;36259879;36259879;36260059;36260059;36261729;36261744	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1479	567	551	685	512	913	449
Os01g0935350	1;1;1;1	41054473;41054743;41055658;41055874	41054556;41055028;41055791;41056080	-;-;-;-	711	0	0	0	0	0	0
Os01g0114402	1;1	774848;778457	776169;779158	+;+	2024	0	0	2	0	4	0
Os01g0943100	1;1;1	41454397;41454672;41458292	41454582;41454919;41458821	-;-;-	964	2	0	0	0	0	0
Os01g0761400	1;1;1;1	32032727;32033786;32034428;32034913	32033686;32034342;32034645;32035011	-;-;-;-	1834	2	0	0	1	0	1
Os01g0313600	1	11793851	11795359	-	1509	0	0	0	0	0	0
Os01g0619900	1	24696532	24697792	-	1261	473	383	290	568	103	682
Os01g0558500	1;1;1;1;1	21138870;21140355;21140674;21141795;21141795	21139357;21141403;21141403;21143070;21143094	+;+;+;+;+	2837	1566	1651	2126	2051	1873	2091
Os01g0909150	1;1;1;1;1;1;1;1	39592613;39592830;39593001;39593199;39593494;39593906;39594384;39595093	39592735;39592934;39593110;39593294;39593618;39594217;39594454;39595176	-;-;-;-;-;-;-;-	1026	0	0	2	0	0	0
Os01g0576100	1;1;1;1;1;1;1;1	22215593;22217582;22218668;22219063;22219206;22236950;22237669;22241234	22215732;22217845;22218763;22219078;22219262;22237540;22238049;22241305	+;+;+;+;+;+;+;+	1617	0	0	0	0	0	0
Os01g0233400	1;1;1;1;1;1	7385895;7386831;7387499;7387725;7387791;7388070	7386047;7386931;7387568;7387752;7387892;7388164	+;+;+;+;+;+	549	0	10	0	3	0	0
Os01g0143400	1	2361799	2363814	-	2016	0	0	0	0	0	0
Os01g0589300	1;1;1;1;1;1;1;1	22988229;22989333;22990548;22990842;22991003;22991054;22991423;22991423	22988710;22989565;22990632;22990925;22991335;22991335;22991922;22991939	+;+;+;+;+;+;+;+	1734	2207	2758	2735	2607	3036	2760
Os01g0153950	1;1	2901602;2901817	2901742;2902192	-;-	517	0	0	0	0	0	0
Os01g0824000	1	35192713	35194379	+	1667	24	52	26	30	46	59
Os01g0817400	1;1;1;1	34788192;34788909;34789993;34790468	34788812;34789907;34790404;34791588	+;+;+;+	3153	0	0	0	0	0	0
Os01g0801700	1;1;1	33956754;33957864;33959456	33957446;33958053;33960102	-;-;-	1530	740	838	981	898	894	903
Os01g0856850	1	37019957	37020241	-	285	0	0	2	0	0	2
Os01g0314100	1;1;1;1;1;1;1;1	11804161;11804608;11805949;11806637;11806979;11807450;11808349;11808596	11804514;11804835;11806037;11806884;11807358;11807575;11808492;11809029	-;-;-;-;-;-;-;-	2003	1924	1583	2871	1719	2087	1380
Os01g0147900	1;1;1;1;1;1;1;1;1	2589835;2590214;2590414;2590622;2591198;2591601;2592040;2592297;2593479	2590121;2590296;2590492;2590716;2591330;2591685;2592163;2592372;2593568	-;-;-;-;-;-;-;-;-	1052	12	17	20	28	23	25
Os01g0705700	1;1	29271158;29272325	29272285;29273175	+;+	1979	18	11	4	4	21	7
Os01g0182600	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	4329362;4329461;4330123;4330123;4330333;4330333;4330752;4330752;4330925;4330925;4333220;4333220;4333563;4333563;4333791;4333791;4334898;4334898;4335379;4335379;4335813;4335813;4336034;4336034;4336181;4336181;4336351;4336351;4336533;4336533;4338300;4338300	4330030;4330030;4330215;4330215;4330551;4330551;4330820;4330820;4332421;4332421;4333429;4333429;4333713;4333713;4334031;4334031;4334956;4334956;4335653;4335653;4335955;4335955;4336088;4336088;4336258;4336258;4336467;4336455;4336762;4336762;4338444;4338486	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4293	16150	14135	17161	17699	15777	18551
Os01g0651500	1	26312015	26313114	+	1100	0	0	0	0	0	0
Os01g0813400	1;1;1;1;1;1;1	34580341;34581031;34581741;34581987;34582449;34582985;34583278	34580543;34581187;34581811;34582106;34582567;34583066;34583532	+;+;+;+;+;+;+	1007	5123	5413	5788	5193	6706	5456
Os01g0623200	1;1;1	24861697;24862391;24864073	24862282;24863952;24864291	-;-;-	2367	328	420	458	341	270	243
Os01g0584100	1	22677778	22678619	+	842	1	3	3	5	2	6
Os01g0159250	1;1	3097610;3098130	3097796;3098332	+;+	390	0	0	0	3	1	0
Os01g0830300	1	35518678	35518983	-	306	174	151	141	196	195	193
Os01g0834125	1	35721437	35722747	+	1311	0	0	0	0	0	0
Os01g0655400	1;1;1;1;1;1;1;1;1;1;1;1	26601979;26602273;26602782;26603527;26603527;26603706;26603706;26604948;26606026;26606026;26607304;26607304	26602703;26603349;26603349;26603619;26603619;26605095;26604359;26605095;26606665;26606665;26608476;26607490	-;-;-;-;-;-;-;-;-;-;-;-	4667	4020	3826	4260	4576	3999	4453
Os01g0868400	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	37625827;37626390;37626541;37626815;37626945;37627247;37627416;37627588;37627933;37628117;37628418;37628543;37628716;37629197;37629970;37630140;37630308;37631464;37631681;37632066;37632286;37632472;37632737;37632936;37633325;37633629;37633830;37633964;37634151	37626302;37626464;37626660;37626868;37627167;37627326;37627505;37627701;37628012;37628231;37628463;37628640;37628835;37629289;37630026;37630212;37630426;37631556;37631992;37632185;37632399;37632651;37632851;37633099;37633510;37633719;37633894;37634038;37634176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3574	0	0	0	0	0	0
Os01g0649200	1;1	26200285;26200975	26200478;26201321	+;+	541	1074	953	1223	540	1564	690
Os01g0687850	1	28378929	28379546	+	618	0	1	0	0	1	2
Os01g0668500	1	27367535	27368981	+	1447	0	4	0	0	0	0
Os01g0939901	1	41267049	41267308	+	260	9	7	1	9	12	0
Os01g0117500	1;1;1	987676;988060;989575	987999;988450;990745	+;+;+	1886	2	22	9	17	3	7
Os01g0156300	1	3013915	3014751	-	837	8	14	13	16	12	16
Os01g0858900	1	37133703	37135319	+	1617	734	1039	833	1559	769	1227
Os01g0308200	1;1	11526387;11526561	11528207;11530094	-;-	3708	1	3	6	1	0	2
Os01g0678100	1	27883020	27886068	+	3049	149	355	174	933	170	578
Os01g0919400	1;1;1;1;1;1;1;1;1;1;1;1	40101744;40102127;40102366;40103391;40103542;40103704;40104193;40104407;40104676;40105501;40105661;40106539	40102032;40102254;40103301;40103453;40103595;40103880;40104324;40104526;40105368;40105564;40105899;40106898	-;-;-;-;-;-;-;-;-;-;-;-	3255	6011	8207	5833	9196	6614	10651
